City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,bria,6.5423,21.9863,21.27,94,46,1.16,CF,1690228986
366,punta arenas,-53.15,-70.9167,-0.97,77,100,2.38,CL,1690228404
367,usogorsk,63.4106,48.6872,13.87,96,100,1.29,RU,1690228987
368,kavaratti,10.5669,72.642,28.1,80,100,8.12,IN,1690228987
369,codrington,-38.2667,141.9667,11.5,67,98,1.58,AU,1690228988
370,roma,43.2128,-75.4557,26.09,65,56,4.11,US,1690228759
371,turkmenbasy,40.0222,52.9552,33.43,16,0,4.12,TM,1690228988
372,currais novos,-6.2608,-36.5178,26.72,53,65,8.89,BR,1690228989
373,le puy-en-velay,45.0437,3.8852,16.71,83,100,2.42,FR,1690228989
374,lanivtsi,49.8633,26.0908,20.02,77,100,3.14,UA,1690228990
375,wellington,-41.2866,174.7756,9.37,95,75,4.12,NZ,1690228673
376,thief river falls,48.1191,-96.1812,29.53,51,0,2.57,US,1690228991
377,kriva palanka,42.2019,22.3319,23.98,43,0,1.29,MK,1690228992
378,horta,38.5333,-28.6333,23.34,82,75,5.36,PT,1690228992
379,kangding,30.0513,101.9603,16.32,99,100,0.84,CN,1690228993
380,nefta,33.8731,7.8777,41.14,9,0,3.02,TN,1690228993
381,hamilton,39.1834,-84.5333,32.17,61,100,7.2,US,1690228397
382,pisco,-13.7,-76.2167,23.03,60,0,7.2,PE,1690228994
383,san luis de la loma,17.2706,-100.8939,31.34,60,99,3.29,MX,1690228994
384,udachny,66.4167,112.4,13.03,93,25,2.49,RU,1690228943
385,ardestan,33.3761,52.3694,31.23,13,54,3.43,IR,1690228995
386,xilin hot,43.9667,116.0333,16.92,58,2,1.58,CN,1690228995
387,noosa heads,-26.3833,153.15,15.19,68,95,9.43,AU,1690228996
388,mirnyy,62.5353,113.9611,20.13,59,15,3.13,RU,1690228996
389,svetlogorsk,52.6333,29.7333,15.37,95,61,3.08,BY,1690228996
390,gamba,-2.65,10.0,21.89,91,98,1.51,GA,1690228997
391,fallon,39.4735,-118.7774,35.25,19,75,5.14,US,1690228997
392,pionerskiy,54.9508,20.2275,19.91,80,100,3.33,RU,1690228997
393,saldanha,-33.0117,17.9442,6.03,72,0,4.06,ZA,1690228998
394,alamogordo,32.8995,-105.9603,37.0,18,0,4.63,US,1690228850
395,qurayyat,31.3318,37.3428,32.1,20,0,4.12,SA,1690228998
396,skovorodino,53.9833,123.9167,15.8,95,76,0.77,RU,1690228999
397,san antonio de pale,-1.4014,5.6325,22.75,84,100,4.55,GQ,1690228875
398,ugoofaaru,5.6667,73.0,27.99,81,100,4.92,MV,1690229000
399,huarmey,-10.0681,-78.1522,23.49,68,0,5.56,PE,1690229000
400,taos,36.4072,-105.5731,35.86,18,0,0.89,US,1690228882
401,tarija,-21.5355,-64.7296,18.95,52,0,6.17,BO,1690229000
402,port-vila,-17.7338,168.3219,21.78,94,100,3.6,VU,1690228881
403,boden,65.8252,21.6886,13.0,77,100,1.62,SE,1690229001
404,troitskiy,57.0603,63.7481,14.61,80,39,2.05,RU,1690229002
405,ganjam,19.3833,85.0667,27.86,85,27,5.42,IN,1690229002
406,luanco,43.6152,-5.7934,19.71,71,46,5.84,ES,1690229002
407,kauniainen,60.2121,24.7276,17.32,75,0,4.02,FI,1690229003
408,chom bueng,13.62,99.5917,24.57,83,99,1.78,TH,1690229003
409,daru,-9.0763,143.2092,24.01,73,100,2.5,PG,1690229004
410,puerto penasco,31.3167,-113.5333,33.84,58,55,4.02,MX,1690228975
411,abepura,-2.6333,140.5833,24.45,83,40,0.0,ID,1690229005
412,corner brook,48.9667,-57.9484,26.09,66,1,4.23,CA,1690228769
413,luderitz,-26.6481,15.1594,13.96,62,100,4.35,NA,1690229006
414,abashiri,44.0213,144.2697,20.98,93,100,3.41,JP,1690229006
415,n'zeto,-7.2312,12.8666,21.04,89,5,2.91,AO,1690229006
416,st martin,50.3698,-4.4473,16.01,87,19,5.78,GB,1690229007
417,kaa-khem,51.6833,94.7333,16.05,62,98,1.35,RU,1690229008
418,palikir - national government center,6.9248,158.1611,24.41,88,100,1.03,FM,1690229009
419,fort mcmurray,56.7268,-111.381,27.77,50,0,3.09,CA,1690228811
420,zhelezinka,53.54,75.3072,16.73,65,3,3.64,KZ,1690229010
421,brisas de zicatela,15.8369,-97.0419,31.29,66,100,3.6,MX,1690229010
422,chibougamau,49.9168,-74.3659,18.79,77,100,4.23,CA,1690229010
423,keskin,39.6731,33.6136,18.6,64,0,4.78,TR,1690229011
424,gryazi,52.4966,39.9359,15.9,73,40,3.5,RU,1690229011
425,abou el hassan,36.4166,1.1962,30.06,31,15,3.67,DZ,1690229011
426,pea ridge,38.414,-82.3199,30.9,61,97,1.34,US,1690229012
427,vyazemskiy,47.5378,134.7525,19.67,95,2,2.14,RU,1690229012
428,withamsville,39.0623,-84.2883,31.62,62,40,5.66,US,1690229012
429,polyarnyy,69.1989,33.4478,9.3,96,100,5.42,RU,1690229013
430,gaitania,3.0906,-75.6723,26.11,62,50,1.94,CO,1690229013
431,zahedan,29.4963,60.8629,24.95,15,0,2.06,IR,1690229013
432,taksimo,56.3444,114.8794,15.53,83,9,0.34,RU,1690229014
433,vallenar,-28.5708,-70.7581,23.86,30,86,2.41,CL,1690229014
434,abbeville,50.1,1.8333,16.94,90,60,3.0,FR,1690229014
435,bel ombre,-4.6167,55.4167,25.91,83,20,6.69,SC,1690229015
436,antonio enes,-16.2325,39.9086,21.33,83,0,3.32,MZ,1690229015
437,sassnitz,54.5167,13.65,19.89,86,78,4.8,DE,1690229015
438,ponferrada,42.5466,-6.5962,18.79,63,15,2.24,ES,1690229016
439,huttlingen,48.8927,10.1006,17.69,89,22,2.41,DE,1690229016
440,tabas,33.5959,56.9244,32.78,11,0,6.64,IR,1690229016
441,jatai,-17.8814,-51.7144,28.61,23,0,3.14,BR,1690228986
442,zeya,53.75,127.2667,16.59,96,100,3.0,RU,1690229017
443,fortuna,40.5982,-124.1573,24.4,69,20,7.2,US,1690228925
444,la ronge,55.1001,-105.2842,25.14,41,75,3.09,CA,1690229023
445,bullhead city,35.1478,-114.5683,44.45,18,0,5.14,US,1690229023
446,mazamari,-11.3258,-74.5308,31.89,36,17,1.16,PE,1690229023
447,sao vicente,-23.9631,-46.3919,30.1,85,0,1.54,BR,1690228870
448,laguna,38.421,-121.4238,33.43,36,0,4.12,US,1690229024
449,oriximina,-1.7656,-55.8661,34.29,37,9,2.59,BR,1690229024
450,alvaraes,-3.2208,-64.8042,32.93,30,2,1.53,BR,1690229024
451,tres arroyos,-38.3739,-60.2798,9.27,53,99,3.2,AR,1690229025
452,patos,-7.0244,-37.28,32.4,29,98,6.62,BR,1690228856
453,luanda,-8.8368,13.2343,21.0,83,47,3.6,AO,1690228557
454,broken hill,-31.95,141.4333,5.67,92,0,4.18,AU,1690229025
455,praia da vitoria,38.7333,-27.0667,25.14,78,20,4.5,PT,1690229026
456,kingston,17.997,-76.7936,34.02,63,20,10.29,JM,1690229026
457,acarau,-2.8856,-40.12,27.71,69,13,7.89,BR,1690229026
458,egilsstadir,65.2653,-14.3948,7.95,87,75,5.66,IS,1690229027
459,rutland,43.6167,-73.0162,27.72,67,0,1.79,US,1690228761
460,aqsay,51.1678,52.995,20.44,60,99,3.5,KZ,1690229027
461,beyneu,45.3167,55.2,31.94,24,20,5.18,KZ,1690229028
462,sao felix do xingu,-6.6447,-51.995,34.21,24,6,1.92,BR,1690229028
463,yanqul,23.5905,56.5501,33.13,44,100,1.55,OM,1690229029
464,salinopolis,-0.6136,-47.3561,27.67,76,26,4.97,BR,1690229005
465,sokoni,-6.4333,39.55,24.92,81,66,7.26,TZ,1690229029
466,la'ie,21.6477,-157.9253,28.98,72,50,6.81,US,1690229030
467,manga,11.6636,-1.0731,25.01,83,97,1.37,BF,1690229030
468,vigan,17.5747,120.3869,26.4,82,100,4.02,PH,1690229030
469,remire-montjoly,4.9167,-52.2667,24.02,94,75,0.0,GF,1690229031
470,nouadhibou,20.931,-17.0347,23.99,69,73,7.72,MR,1690229031
471,kuusamo,65.9667,29.1833,11.39,98,100,1.79,FI,1690229031
472,asaita,11.5636,41.4394,33.17,37,100,2.99,ET,1690229032
473,taroudant,30.4703,-8.877,24.93,58,1,4.76,MA,1690229032
474,margate,51.3813,1.3862,16.06,78,100,2.24,GB,1690229033
475,zhigalovo,54.8097,105.1578,13.92,98,26,1.06,RU,1690229033
476,siguiri,11.6667,-9.5,27.04,68,100,0.55,GN,1690229033
477,pontes e lacerda,-15.2261,-59.3353,34.67,20,0,1.76,BR,1690229034
478,machali,-34.1833,-70.6667,15.6,48,0,2.06,CL,1690228822
479,labytnangi,66.6572,66.4183,19.07,62,100,2.93,RU,1690229035
480,maydolong,11.4992,125.5011,27.5,78,100,5.6,PH,1690229035
481,prado,-17.3411,-39.2208,22.09,83,5,3.78,BR,1690228998
482,senatobia,34.6176,-89.9687,33.81,69,2,1.34,US,1690229036
483,moramanga,-18.9333,48.2,12.58,99,21,0.46,MG,1690229036
484,ixtapa,20.7,-105.2,31.24,74,75,5.66,MX,1690229036
485,lesnikovo,55.2822,65.3175,16.24,59,16,1.89,RU,1690229037
486,sal rei,16.1833,-22.9167,27.11,69,40,7.2,CV,1690229037
487,quesnel,52.9999,-122.5029,20.28,60,40,2.57,CA,1690229037
488,bokovskaya,49.229,41.8306,21.5,62,100,2.59,RU,1690229038
489,newman,37.3138,-121.0208,35.59,9,63,0.73,US,1690229038
490,tarko-sale,64.9225,77.785,20.69,53,85,2.58,RU,1690229038
491,koulikoro,14.0,-7.75,30.41,49,100,3.37,ML,1690229039
492,peniche,39.3558,-9.3811,20.04,81,23,7.12,PT,1690228813
493,chaupimarca,-10.4333,-76.5333,10.65,21,0,4.58,PE,1690229039
494,island harbour,50.724,-1.2758,16.2,90,98,4.47,GB,1690229039
495,winnemucca,40.973,-117.7357,33.03,21,40,8.23,US,1690229040
496,tanjung pandan,-2.75,107.65,25.06,89,100,2.74,ID,1690229040
497,olinda,-8.0089,-34.8553,25.85,78,40,4.63,BR,1690228952
498,san ignacio de velasco,-16.3667,-60.95,32.75,20,0,3.24,BO,1690229041
499,peace river,56.2501,-117.286,19.17,88,100,3.6,CA,1690229041
500,tsetserleg,47.475,101.4542,9.8,89,93,1.12,MN,1690229041
501,jiamusi,46.8333,130.35,20.14,87,41,5.0,CN,1690229041
502,viedma,-40.8135,-62.9967,9.82,51,100,5.62,AR,1690229042
503,fortaleza,-3.7227,-38.5247,28.07,69,0,7.2,BR,1690228882
504,bamboo flat,11.7,92.7167,25.05,94,100,0.0,IN,1690229043
505,yuci,37.6803,112.7319,21.86,60,0,3.0,CN,1690228984
506,al khums,32.6486,14.2619,29.5,62,0,3.8,LY,1690229043
507,kone,-21.0595,164.8658,16.33,82,97,2.13,NC,1690229044
508,mawu,29.5923,107.3139,22.89,93,93,0.73,CN,1690229044
509,vilyuysk,63.7553,121.6247,16.36,96,99,3.58,RU,1690229045
510,segamat,2.5148,102.8158,23.99,87,36,1.22,MY,1690229045
511,borogontsy,62.6683,131.1683,18.95,82,19,2.32,RU,1690229046
512,tabou,4.423,-7.3528,25.23,84,100,3.97,CI,1690229046
513,woodlake,37.4211,-77.6793,30.67,73,75,1.54,US,1690229046
514,mokhsogollokh,61.4681,128.9203,17.86,83,1,1.99,RU,1690229047
515,villa gesell,-37.2639,-56.973,8.36,67,89,3.98,AR,1690228813
516,burnie,-41.0667,145.9167,8.77,80,97,3.37,AU,1690229048
517,colombo,6.9319,79.8478,27.97,88,94,3.49,LK,1690229004
518,york,40.1254,-77.0,29.55,62,0,0.0,US,1690229049
519,harper,4.375,-7.7169,25.34,83,95,4.39,LR,1690229050
520,luau,-10.7073,22.2247,20.4,35,0,1.74,AO,1690229051
521,sarandi del yi,-33.35,-55.6333,8.26,95,100,5.76,UY,1690229051
522,katabu,-4.9333,122.5167,22.29,91,54,2.5,ID,1690229051
523,wladyslawowo,54.7909,18.4009,19.19,93,97,1.95,PL,1690228760
524,palmer,42.1584,-72.3287,29.75,51,75,7.72,US,1690228855
525,derbent,42.0678,48.2899,23.89,81,99,5.07,RU,1690229052
526,mahina,-17.5065,-149.489,28.87,74,20,5.66,PF,1690229053
527,fenoarivo be,-18.4333,46.5667,18.18,52,83,1.07,MG,1690229054
528,huanren,41.2647,125.3667,19.38,99,27,1.39,CN,1690229054
529,anna regina,7.2644,-58.5077,29.1,68,71,3.52,GY,1690229054
530,emmett,43.8735,-116.4993,36.98,8,100,5.13,US,1690228946
531,namest nad oslavou,49.2073,16.1585,23.16,79,100,2.76,CZ,1690229055
532,sosnovo-ozerskoye,52.5249,111.5418,13.49,95,100,0.95,RU,1690229056
533,letlhakane,-21.4167,25.5833,16.28,21,14,1.42,BW,1690229056
534,narvik,68.4384,17.4272,16.32,89,95,0.52,NO,1690228862
535,east london,-33.0153,27.9116,12.21,65,0,2.48,ZA,1690228838
536,dalbandin,28.8947,64.4101,29.37,56,100,1.38,PK,1690229057
537,guerrero negro,27.9769,-114.0611,26.17,51,99,6.73,MX,1690229057
538,san julian,21.0167,-102.1667,25.55,35,79,2.69,MX,1690229058
539,cunha,-23.0744,-44.9597,25.41,65,20,1.97,BR,1690229058
540,hermosillo,29.0667,-110.9667,40.13,36,3,2.66,MX,1690228970
541,kayangel,8.0823,134.7173,27.71,81,100,4.92,PW,1690229059
542,ginir,7.1333,40.7,15.38,85,66,3.21,ET,1690229059
543,qingquan,30.4511,115.2559,26.65,87,100,1.51,CN,1690229060
544,ha'il,27.5219,41.6907,35.01,12,0,2.06,SA,1690229060
545,haiku-pauwela,20.9219,-156.3051,29.54,65,20,11.83,US,1690229060
546,yerofey pavlovich,53.9667,121.9667,16.87,76,99,1.04,RU,1690229061
547,shangrao,28.4532,117.9686,25.34,89,100,1.55,CN,1690229061
548,hue,16.4667,107.6,27.06,83,20,1.03,VN,1690228837
549,rabo de peixe,37.8,-25.5833,22.73,78,75,3.6,PT,1690229062
550,las khorey,11.1595,48.1967,33.36,49,100,6.8,SO,1690229062
551,puerto leguizamo,-0.1934,-74.7819,28.45,66,90,1.0,CO,1690229062
552,batangafo,7.3008,18.2833,23.08,90,75,1.84,CF,1690229062
553,walvis bay,-22.9575,14.5053,11.72,87,78,0.0,NA,1690229063
554,weirton heights,40.4084,-80.5392,31.2,50,56,1.34,US,1690229063
555,g'uzor,38.6214,66.2522,28.02,21,0,2.42,UZ,1690229063
556,nova vicosa,-17.8919,-39.3719,22.54,81,10,4.16,BR,1690229064
557,saint-pierre,-21.3393,55.4781,19.82,77,0,3.09,RE,1690229064
558,puquio,-14.7,-74.1333,18.58,25,5,5.89,PE,1690229064
559,tupa,-21.9347,-50.5136,26.93,33,10,2.74,BR,1690229065
560,borba,-4.3878,-59.5939,36.52,25,0,1.55,BR,1690228948
561,matoury,4.8483,-52.3317,23.98,94,75,5.14,GF,1690228907
562,ha tinh,18.3333,105.9,25.04,91,40,0.79,VN,1690229066
563,gaborone,-24.6545,25.9086,15.95,32,0,2.06,BW,1690228806
564,mo i rana,66.3128,14.1428,15.26,90,75,1.54,NO,1690229066
565,dem'yanovo,60.3511,47.0842,11.83,96,100,2.01,RU,1690229066
566,rayevskiy,54.0658,54.9468,15.5,88,12,2.12,RU,1690229067
567,sandpoint,48.2766,-116.5533,32.47,30,0,2.57,US,1690229067
568,richards bay,-28.783,32.0377,16.31,75,100,2.99,ZA,1690229068
569,chonchi,-42.6128,-73.8092,7.56,95,100,4.13,CL,1690229068
570,frolovo,49.7713,43.6622,16.88,65,29,2.68,RU,1690229068
571,amos,48.5669,-78.1162,17.43,96,100,2.37,CA,1690229047
